"Sentiment","text"
"negative","I think i'm going to watch a film now, crappy weather here "
"negative","I'M OUTTA POUCHES!!!! "
"negative","Had a good afternoon today. Despite all of my betting I am �2 down today - boo. "
"negative","Watching twilight at the cabin...kayte's dogs keep fighting &gt;.&lt; and my back hurts "
"negative","For some reason my mobile twitter isn't working.  "
"negative","Just watch &quot;the boy in stripes pajamas&quot;.  good movie but I can't watch anything on the halocaust w/o getting v upset. Totally kills me."
"negative","I don't want to have a barbeque today. I don't like them. Especially at my house. And I don't feel like being sociable. "
"negative","2morrow other exam!! uufff...im soo tired "
"negative","*_* freaky. yet sad. "
"negative","Time for the last ride  sad times! Back to lough after another ride on Rita"
"negative","Mich is throwing up.. "
"negative","doesnt feel good "
"negative","anyone in liverpool wanna go to the park or for a drink or anything at all? dont want to stay in any longer "
"negative","oh crap...jst broke my headphones  now only the left ear works...do the tragedys ever end??"
"negative","@kaitoukage ugh I hate that. We always try to watch the food but we end going out etc.. Need to shop like everyday. "
"negative","Sighs I miss my (chi) city  who wants to kidnap me with promises to drop me off?"
"negative","I go to my highschool!  XD"
"negative","@popjustice I am Mariah Carey's biggest fan and even I can't listen to it. I'm being harassed by &quot;lambs&quot; for being a h8r. "
"negative","They just called my cat &quot;the mean cat&quot; and thought I couldn't hear!  She's not mean, just sad &amp; hurt. I'd be angry too!"
"negative","and her ruined jacket "
"negative","is finally getting up. so hungry..  shower time! then to start this dammit assignment that's due in 10hrs :S"
"negative","@christian0386 but i love Michael "
"negative","@taralaylove ah. i cant either. i missed like all of last season when i moved. "
"negative","is hating being a girl right now for one reason "
"negative","awww i missed most of grease "
"negative","no metal gear ps3 announcement "
"negative","Eating out late at msc...  hope I don't regret it! Hahaah"
"negative","arrggghhh this history homework is so so so so confusing "
"negative","@DorionBET @labellemusik, both yall be in the club too much...LOL Just kidding, I need to get out more "
"negative","Rain follows me!!! Shopping in the rain = the worst "
"negative","I am mad! @shealagucci won't let me get some Hooter wings!! "
"negative","@Loziie123 tbh, we were never gonna win- the fact that we made the top 5 was an amazing achievement!! Why is today a horrible day?   x"
"negative","I will miss all u guys at Boulan If u already dont know im actually going to smith next year "
"negative","lol comparing my breast w/ my mom's n grandmom's... ughh and of course mine are so much bigger, ugh wish I had my mommies boobs "
"negative","What if, what if.. I have to wear a cast all summer..  That's not very sexy.."
"negative","@geetar65 I know "
"negative","Listening to Afroman in the car. Boring early drive home cuz i have work at 9 "
"negative","about to add youtube bgs on my photobucket. saw the jashley bg that i made &amp; it's making me sad. they were so cute together "
"negative","@DrAngelique BTW There are 4 construction guys here. Very noise and I can't leave the house.   At least stuff is getting done..."
"negative","@TheLastDoctor ohh  i thought the TARDIS was massive?"
"negative","is randomly excited about being stuck in traffic tonight going up to the dessert lol XD and wondering why twitter doesn't send me updates "
"negative","Enjoying being all dying on sofa being sicky and watching telly until message from emma: hiya how's you turkeys awesome so hot "
"negative","hurt my back - I'll be in bed 2day!!! "
"negative","wanting to watch websoup, but the only tv that gets g4 in my house is being used for Halo "
"negative","curled up in bed hiding away from the thunder &amp; lightening.  i need a cuddle from jack!"
"negative","Ahh!Geez didn't even get to wipe the crust out my eyes and ypu wanna argue how bout that...8 o'clock start "
"negative","aw how to lose a guy in ten days  &lt;3"
"negative","ugh no, rcn had all the true blood episodes on demand now it only has 10-13 "
"negative","@Pietrina1903 even though they are obliged to wait 8 mins!  so now I am back at home! "
"negative","ewwww I'm up and ready for work, I hate my life "
"negative","just wants to go home now "
"negative","Great.. my iPhone is making e-mail sounds but gmail doesn't load. much fail in the last few days "
"negative","okay. it's time. I'm going...  pleaseee let there be a space available..."
"negative","Show tonight. Throat hurts "
"negative","The server chasis hasn't come yet  maybe tomorrow."
"negative","At St. Ann's hospital. Wife's aunt going into surgery, 5% survival rate. "
"negative","@Niamu Subtle? You tell me in 280 chars that Wolverine is both a terrible film, and a terrible action movie. No redeemable qualities now. "
"negative","@petewentz very late on this but I love Dora and Diego. only my son is starting to outgrow them "
"negative","going to work "
"negative","Photo: Ok, yeah, I was on diet and I broke the rules: I ate a Burguer King menu… GIANT SIZE! I’m weak  But... http://tumblr.com/xfm23nca2"
"negative","miss playin cod  this movie better b worth it"
"negative","@highfiveandcody  do you golf?"
"negative","@sugarscamp I was FED! "
"negative","Got Finals, wont be on the internets much  Loved ones arent online "
"negative","http://twitpic.com/6qvg9 - Oh I miss them...COME BACK FROM BELGRADE!!! Just pathetic when you are alone "
"negative","LaCrosse game today. We lost by 2 points.  I love watching him play and I love the sport in general. Damn he's so cute. graduation: 3 days"
"negative","is tending to a sick Bean "
"negative","@vmadrian Really sorry to hear that. "
"negative","urgh old mistakes haunts me back "
"negative","1:00pm | came home early from school today due to sore throat and fatigue  I might get a fever soon thanks to stress and work. yay..."
"negative","Back to the vet "
"negative","study study study. it seems to be never-ending. tests all the time.  "
"negative","@atrocity79 my monkeys already callin me cryin....  I'm so lame.."
"negative","Praia Grande, bored bored bored. aaah i want my baby "
"negative","Should I go for check-up? Fakhirah told me need to take blood test and that's what I fear most ! "
"negative","I was really looking forward to Eurovision. "
"negative","@HisFireFly &quot;PLEASE take me HOME with You!&quot;  I am soooo ready! "
"negative","@juliebenz From enjoying an ice cream sandwich to getting stung by a bee, didn't see that one coming. "
"negative","@Culligan27 @taylorbgamble @jgam311 @treyschaefer Or wherever/whatever!  Sad that @bcowart &amp; @davecowart can't come "
"negative","ill stop with the celebrity creepiness. Ate too much crap today  gonna run and drink more water tomorrow!"
"negative","Just woke up going to get somthing to eat the clean before mom gets home. No wow today "
"negative","sounds like im losing my voice "
"negative","@louis_mallow still looking. let me know if you find something...  I use gwibber, but it's still in development... "
"negative","@Wallwalksue I miss woolworths "
"negative","@seonaid_bbz i knoww i missed you too  anything exciting happen? x"
"negative","doneeeeeeeeee, head hurts "
"negative","Miss hanging out w/my boys "
"negative","Got bit by a bug or something yesterday while walking and its swollen, red, puffy, and itchy "
"negative","sooo shattered!! havent slept properly in a week "
"negative","heart ache? "
"negative","@paul_a_smith Well done - if u get that MP4 version pls can you make it available as a download somewhere - some of us didnt get to c it "
"negative","@plutofactory You missed our 1st live stream tonight Pat. "
"negative","@failsafemusic !!!awesome!!! I can't make it to MK, sucks "
"negative","@zeryck crap, I don't.  I mighta put it on my computer though, hang on"
"negative","i got my exam  revising"
"negative","Another financial dispute with my mother that started with why there is so much washing. I'm sitting on the laundry flore, I feel sick. "
"negative","@missfrederica Yes, limited.  At gateway I found some purple kicks, just the way you like it.  The Trinoma incident really intrigues me."
"negative","morning twitters, happy monday "
"negative","I had an ivory pair and a black pair.  Booo.... "
"negative","Trying to do some researches and papers to college... I don`t wanna work today!!! "
"negative","@bipolarwreck no.  i was busy complimenting him! lmao! How has Mason been being obnoxious?! I don't keep up with it all lol."
"negative","@paulabbey But I already payed for Tweetie "
"negative","wow drake and melissa are over  hey thats life somethings just dont work out the way u want them to,but i cant help but be a little happy"
